Denominator(s+s0),Fold Change,Gene ID,Gene Name,Numerator(r),Score(d),direction,gpl,gse,index,log2foldChange,myGeneId,myGeneSym,q-value(%),subset
0.182,1.514,GI_16507207-S,GI_16507207-S,0.598,3.289,up,GPL2700,GSE13052,,0.598,23152.0,CIC,0.782,Acute
0.254,1.782,GI_18087824-S,GI_18087824-S,0.834,3.285,up,GPL2700,GSE13052,,0.834,91703.0,ACY3,0.782,Acute
0.243,1.74,GI_18201904-S,GI_18201904-S,0.799,3.282,up,GPL2700,GSE13052,,0.799,2821.0,GPI,0.782,Acute
0.28,1.891,GI_21314670-S,GI_21314670-S,0.919,3.28,up,GPL2700,GSE13052,,0.919,54795.0,TRPM4,0.782,Acute
0.201,1.579,GI_24234749-I,GI_24234749-I,0.659,3.277,up,GPL2700,GSE13052,,0.659,3609.0,ILF3,0.782,Acute
0.205,1.593,GI_11761623-I,GI_11761623-I,0.672,3.275,up,GPL2700,GSE13052,,0.672,7982.0,ST7,0.782,Acute
0.167,1.462,GI_37551941-S,GI_37551941-S,0.548,3.275,up,GPL2700,GSE13052,,0.548,,,0.782,Acute
0.179,1.5,GI_14249537-S,GI_14249537-S,0.585,3.27,up,GPL2700,GSE13052,,0.585,80228.0,ORAI2,0.782,Acute
0.196,1.56,GI_27597089-S,GI_27597089-S,0.641,3.265,up,GPL2700,GSE13052,,0.641,6830.0,SUPT6H,0.782,Acute
0.198,1.567,GI_21269867-S,GI_21269867-S,0.648,3.264,up,GPL2700,GSE13052,,0.648,10629.0,TAF6L,0.782,Acute
0.223,1.655,GI_8923176-S,GI_8923176-S,0.727,3.26,up,GPL2700,GSE13052,,0.727,54849.0,DEF8,0.782,Acute
0.281,1.885,GI_31881778-A,GI_31881778-A,0.915,3.26,up,GPL2700,GSE13052,,0.915,29926.0,GMPPA,0.782,Acute
0.195,1.553,GI_31542256-S,GI_31542256-S,0.635,3.258,up,GPL2700,GSE13052,,0.635,79980.0,DSN1,0.782,Acute
0.199,1.566,GI_39725662-S,GI_39725662-S,0.648,3.256,up,GPL2700,GSE13052,,0.648,9277.0,WDR46,0.782,Acute
0.17,1.468,GI_10863878-S,GI_10863878-S,0.554,3.254,up,GPL2700,GSE13052,,0.554,8884.0,SLC5A6,0.782,Acute
0.273,1.851,GI_4502620-S,GI_4502620-S,0.888,3.252,up,GPL2700,GSE13052,,0.888,899.0,CCNF,0.782,Acute
0.256,1.78,GI_22547133-S,GI_22547133-S,0.832,3.25,up,GPL2700,GSE13052,,0.832,51253.0,MRPL37,0.782,Acute
0.688,4.709,GI_4505042-S,GI_4505042-S,2.236,3.25,up,GPL2700,GSE13052,,2.236,4057.0,LTF,0.782,Acute
0.219,1.637,GI_21703361-A,GI_21703361-A,0.711,3.248,up,GPL2700,GSE13052,,0.711,91544.0,UBXN11,0.782,Acute
0.286,1.905,GI_4759055-S,GI_4759055-S,0.93,3.247,up,GPL2700,GSE13052,,0.93,6238.0,RRBP1,0.782,Acute
0.144,1.381,GI_14141169-S,GI_14141169-S,0.466,3.247,up,GPL2700,GSE13052,,0.466,9219.0,MTA2,0.782,Acute
0.505,3.115,GI_4826835-S,GI_4826835-S,1.639,3.246,up,GPL2700,GSE13052,,1.639,4318.0,MMP9,0.782,Acute
0.255,1.775,GI_24475985-S,GI_24475985-S,0.828,3.246,up,GPL2700,GSE13052,,0.828,51537.0,MTFP1,0.782,Acute
0.111,1.283,GI_14270480-A,GI_14270480-A,0.36,3.244,up,GPL2700,GSE13052,,0.36,2874.0,GPS2,0.782,Acute
0.209,1.6,GI_27436944-I,GI_27436944-I,0.678,3.243,up,GPL2700,GSE13052,,0.678,4000.0,LMNA,0.782,Acute
0.312,2.014,GI_12056472-S,GI_12056472-S,1.01,3.239,up,GPL2700,GSE13052,,1.01,54187.0,NANS,0.782,Acute
0.197,1.555,GI_41872630-S,GI_41872630-S,0.637,3.232,up,GPL2700,GSE13052,,0.637,2194.0,FASN,0.782,Acute
0.191,1.534,GI_39725688-S,GI_39725688-S,0.618,3.23,up,GPL2700,GSE13052,,0.618,10383.0,TUBB4B,0.782,Acute
0.207,1.59,GI_20149567-S,GI_20149567-S,0.669,3.226,up,GPL2700,GSE13052,,0.669,4723.0,NDUFV1,0.782,Acute
0.221,1.639,GI_21361821-S,GI_21361821-S,0.713,3.221,up,GPL2700,GSE13052,,0.713,51079.0,NDUFA13,0.782,Acute
0.141,1.371,GI_21396479-A,GI_21396479-A,0.455,3.22,up,GPL2700,GSE13052,,0.455,22913.0,RALY,0.782,Acute
0.182,1.499,GI_7262293-S,GI_7262293-S,0.584,3.217,up,GPL2700,GSE13052,,0.584,410.0,ARSA,0.782,Acute
0.171,1.463,GI_7661527-S,GI_7661527-S,0.549,3.214,up,GPL2700,GSE13052,,0.549,28989.0,NTMT1,0.782,Acute
0.157,1.419,GI_18379348-S,GI_18379348-S,0.505,3.211,up,GPL2700,GSE13052,,0.505,10493.0,VAT1,0.782,Acute
0.158,1.423,GI_26986531-A,GI_26986531-A,0.509,3.211,up,GPL2700,GSE13052,,0.509,8890.0,EIF2B4,0.782,Acute
0.286,1.888,GI_34222219-S,GI_34222219-S,0.917,3.208,up,GPL2700,GSE13052,,0.917,79586.0,CHPF,0.782,Acute
0.159,1.424,GI_21361430-S,GI_21361430-S,0.51,3.206,up,GPL2700,GSE13052,,0.51,23644.0,EDC4,0.782,Acute
0.2,1.557,GI_33620778-S,GI_33620778-S,0.639,3.199,up,GPL2700,GSE13052,,0.639,25804.0,LSM4,0.782,Acute
0.375,2.298,GI_34147468-S,GI_34147468-S,1.2,3.198,up,GPL2700,GSE13052,,1.2,89891.0,WDR34,0.782,Acute
0.158,1.418,GI_5032092-S,GI_5032092-S,0.504,3.197,up,GPL2700,GSE13052,,0.504,6510.0,SLC1A5,0.782,Acute
0.184,1.504,GI_14149862-A,GI_14149862-A,0.589,3.196,up,GPL2700,GSE13052,,0.589,,,0.782,Acute
0.347,2.157,GI_24475711-S,GI_24475711-S,1.109,3.195,up,GPL2700,GSE13052,,1.109,81888.0,HYI,0.782,Acute
0.209,1.587,GI_38045893-A,GI_38045893-A,0.666,3.194,up,GPL2700,GSE13052,,0.666,23085.0,ERC1,0.782,Acute
0.198,1.549,GI_9845292-S,GI_9845292-S,0.631,3.189,up,GPL2700,GSE13052,,0.631,9985.0,REC8,0.782,Acute
0.187,1.51,GI_39930354-S,GI_39930354-S,0.595,3.186,up,GPL2700,GSE13052,,0.595,25911.0,DPCD,0.782,Acute
0.234,1.674,GI_37059775-S,GI_37059775-S,0.743,3.181,up,GPL2700,GSE13052,,0.743,196463.0,PLBD2,0.782,Acute
0.259,1.768,GI_4505876-A,GI_4505876-A,0.822,3.174,up,GPL2700,GSE13052,,0.822,5339.0,PLEC,0.782,Acute
0.233,1.671,GI_31982913-S,GI_31982913-S,0.741,3.173,up,GPL2700,GSE13052,,0.741,84058.0,WDR54,0.782,Acute
0.259,1.767,GI_5453923-S,GI_5453923-S,0.821,3.173,up,GPL2700,GSE13052,,0.821,5425.0,POLD2,0.782,Acute
0.166,1.44,GI_38569401-S,GI_38569401-S,0.526,3.172,up,GPL2700,GSE13052,,0.526,23647.0,ARFIP2,0.782,Acute
0.184,1.5,GI_21450710-S,GI_21450710-S,0.585,3.172,up,GPL2700,GSE13052,,0.585,201254.0,STRA13,0.782,Acute
0.158,1.415,GI_39812062-S,GI_39812062-S,0.501,3.168,up,GPL2700,GSE13052,,0.501,10573.0,MRPL28,0.782,Acute
0.131,1.333,GI_4505232-S,GI_4505232-S,0.414,3.167,up,GPL2700,GSE13052,,0.414,4350.0,MPG,0.782,Acute
0.151,1.394,GI_25777709-I,GI_25777709-I,0.479,3.167,up,GPL2700,GSE13052,,0.479,26027.0,ACOT11,0.782,Acute
0.236,1.678,GI_45331203-S,GI_45331203-S,0.747,3.162,up,GPL2700,GSE13052,,0.747,11184.0,MAP4K1,0.782,Acute
0.273,1.819,GI_40807441-S,GI_40807441-S,0.863,3.16,up,GPL2700,GSE13052,,0.863,9055.0,PRC1,0.782,Acute
0.234,1.671,GI_8923891-S,GI_8923891-S,0.741,3.16,up,GPL2700,GSE13052,,0.741,5827.0,PXMP2,0.782,Acute
0.177,1.474,GI_34577109-A,GI_34577109-A,0.56,3.157,up,GPL2700,GSE13052,,0.56,226.0,ALDOA,0.782,Acute
0.163,1.429,GI_31543430-S,GI_31543430-S,0.515,3.148,up,GPL2700,GSE13052,,0.515,5499.0,PPP1CA,0.782,Acute
0.256,1.748,GI_7662347-S,GI_7662347-S,0.805,3.147,up,GPL2700,GSE13052,,0.805,22877.0,MLXIP,0.782,Acute
0.203,1.558,GI_4809275-A,GI_4809275-A,0.64,3.147,up,GPL2700,GSE13052,,0.64,,,0.782,Acute
0.193,1.522,GI_22325365-A,GI_22325365-A,0.606,3.146,up,GPL2700,GSE13052,,0.606,,,0.782,Acute
0.178,1.474,GI_7669493-A,GI_7669493-A,0.56,3.146,up,GPL2700,GSE13052,,0.56,2639.0,GCDH,0.782,Acute
0.279,1.836,GI_23110926-S,GI_23110926-S,0.877,3.144,up,GPL2700,GSE13052,,0.877,5695.0,PSMB7,0.782,Acute
0.222,1.623,GI_16579887-S,GI_16579887-S,0.699,3.144,up,GPL2700,GSE13052,,0.699,2203.0,FBP1,0.782,Acute
0.195,1.529,GI_7706484-S,GI_7706484-S,0.612,3.143,up,GPL2700,GSE13052,,0.612,10131.0,TRAP1,0.782,Acute
0.163,1.427,GI_27499680-S,GI_27499680-S,0.513,3.142,up,GPL2700,GSE13052,,0.513,10985.0,GCN1L1,0.782,Acute
0.154,1.398,GI_38146102-S,GI_38146102-S,0.484,3.136,up,GPL2700,GSE13052,,0.484,84717.0,HDGFRP2,0.782,Acute
0.235,1.667,GI_23199994-S,GI_23199994-S,0.737,3.133,up,GPL2700,GSE13052,,0.737,114049.0,WBSCR22,0.782,Acute
0.185,1.494,GI_25121991-I,GI_25121991-I,0.579,3.131,up,GPL2700,GSE13052,,0.579,124540.0,MSI2,0.782,Acute
0.364,2.205,GI_4503548-S,GI_4503548-S,1.141,3.13,up,GPL2700,GSE13052,,1.141,1991.0,ELANE,0.782,Acute
0.291,1.877,GI_6005716-S,GI_6005716-S,0.909,3.128,up,GPL2700,GSE13052,,0.909,521.0,ATP5I,0.782,Acute
0.207,1.566,GI_37552024-S,GI_37552024-S,0.647,3.126,up,GPL2700,GSE13052,,0.647,,,0.782,Acute
0.159,1.411,GI_34147584-S,GI_34147584-S,0.497,3.126,up,GPL2700,GSE13052,,0.497,55929.0,DMAP1,0.782,Acute
0.252,1.724,GI_20544150-I,GI_20544150-I,0.786,3.124,up,GPL2700,GSE13052,,0.786,11335.0,CBX3,0.782,Acute
0.2,1.543,GI_28178837-A,GI_28178837-A,0.625,3.121,up,GPL2700,GSE13052,,0.625,3421.0,IDH3G,0.782,Acute
0.166,1.433,GI_16507965-S,GI_16507965-S,0.519,3.12,up,GPL2700,GSE13052,,0.519,2023.0,ENO1,0.782,Acute
0.247,1.705,GI_20127527-S,GI_20127527-S,0.77,3.12,up,GPL2700,GSE13052,,0.77,29780.0,PARVB,0.782,Acute
0.222,1.617,GI_27436950-S,GI_27436950-S,0.693,3.118,up,GPL2700,GSE13052,,0.693,84823.0,LMNB2,0.782,Acute
0.311,1.958,GI_4759061-A,GI_4759061-A,0.97,3.117,up,GPL2700,GSE13052,,0.97,,,0.782,Acute
0.349,2.123,GI_25141322-S,GI_25141322-S,1.086,3.114,up,GPL2700,GSE13052,,1.086,57699.0,CPNE5,0.782,Acute
0.186,1.494,GI_23503258-S,GI_23503258-S,0.579,3.114,up,GPL2700,GSE13052,,0.579,126789.0,PUSL1,0.782,Acute
0.235,1.66,GI_24308040-S,GI_24308040-S,0.731,3.113,up,GPL2700,GSE13052,,0.731,23381.0,SMG5,0.782,Acute
0.179,1.47,GI_4827029-S,GI_4827029-S,0.556,3.11,up,GPL2700,GSE13052,,0.556,7090.0,TLE3,0.782,Acute
0.225,1.624,GI_20336278-A,GI_20336278-A,0.699,3.107,up,GPL2700,GSE13052,,0.699,65010.0,SLC26A6,0.782,Acute
0.211,1.576,GI_28416434-A,GI_28416434-A,0.656,3.105,up,GPL2700,GSE13052,,0.656,55738.0,ARFGAP1,0.782,Acute
0.218,1.599,GI_21361406-S,GI_21361406-S,0.677,3.103,up,GPL2700,GSE13052,,0.677,23640.0,HSPBP1,0.782,Acute
0.632,3.892,GI_12621916-S,GI_12621916-S,1.961,3.1,up,GPL2700,GSE13052,,1.961,1668.0,DEFA3,0.782,Acute
0.172,1.447,GI_15451913-S,GI_15451913-S,0.533,3.099,up,GPL2700,GSE13052,,0.533,8938.0,BAIAP3,0.782,Acute
0.335,2.054,GI_11761620-A,GI_11761620-A,1.039,3.097,up,GPL2700,GSE13052,,1.039,29925.0,GMPPB,0.782,Acute
0.163,1.418,GI_8923229-S,GI_8923229-S,0.504,3.097,up,GPL2700,GSE13052,,0.504,54868.0,TMEM104,0.782,Acute
0.32,1.987,GI_7657664-S,GI_7657664-S,0.991,3.096,up,GPL2700,GSE13052,,0.991,27033.0,ZBTB32,0.782,Acute
0.216,1.589,GI_34222293-S,GI_34222293-S,0.668,3.095,up,GPL2700,GSE13052,,0.668,513.0,ATP5D,0.782,Acute
0.294,1.879,GI_33469967-A,GI_33469967-A,0.91,3.094,up,GPL2700,GSE13052,,0.91,4176.0,MCM7,0.782,Acute
0.29,1.861,GI_38455390-S,GI_38455390-S,0.896,3.09,up,GPL2700,GSE13052,,0.896,10535.0,RNASEH2A,0.782,Acute
0.393,2.317,GI_23110953-S,GI_23110953-S,1.212,3.085,up,GPL2700,GSE13052,,1.212,1511.0,CTSG,0.782,Acute
0.181,1.473,GI_4758661-S,GI_4758661-S,0.559,3.082,up,GPL2700,GSE13052,,0.559,9583.0,ENTPD4,0.782,Acute
0.233,1.644,GI_40354199-S,GI_40354199-S,0.717,3.081,up,GPL2700,GSE13052,,0.717,22974.0,TPX2,0.782,Acute
0.29,1.859,GI_45269154-S,GI_45269154-S,0.894,3.081,up,GPL2700,GSE13052,,0.894,22929.0,SEPHS1,0.782,Acute
0.186,1.487,GI_41281472-S,GI_41281472-S,0.573,3.08,up,GPL2700,GSE13052,,0.573,9772.0,KIAA0195,0.782,Acute
0.185,1.484,GI_4557452-S,GI_4557452-S,0.57,3.076,up,GPL2700,GSE13052,,0.57,1108.0,CHD4,0.782,Acute
0.222,1.604,GI_5730022-S,GI_5730022-S,0.682,3.074,up,GPL2700,GSE13052,,0.682,10856.0,RUVBL2,0.782,Acute
0.401,2.349,GI_37059723-S,GI_37059723-S,1.232,3.073,up,GPL2700,GSE13052,,1.232,79019.0,CENPM,0.782,Acute
0.215,1.58,GI_42658564-S,GI_42658564-S,0.66,3.073,up,GPL2700,GSE13052,,0.66,,,0.782,Acute
0.172,1.444,GI_8923608-S,GI_8923608-S,0.53,3.071,up,GPL2700,GSE13052,,0.53,55666.0,NPLOC4,0.782,Acute
0.192,1.504,GI_34147602-S,GI_34147602-S,0.588,3.07,up,GPL2700,GSE13052,,0.588,617.0,BCS1L,0.782,Acute
0.226,1.617,GI_33519471-S,GI_33519471-S,0.694,3.07,up,GPL2700,GSE13052,,0.694,4713.0,NDUFB7,0.782,Acute
0.168,1.428,GI_4504724-S,GI_4504724-S,0.514,3.063,up,GPL2700,GSE13052,,0.514,3661.0,IRF3,1.094,Acute
0.143,1.355,GI_41222839-S,GI_41222839-S,0.438,3.062,up,GPL2700,GSE13052,,0.438,388403.0,YPEL2,1.094,Acute
0.194,1.509,GI_34577123-S,GI_34577123-S,0.593,3.061,up,GPL2700,GSE13052,,0.593,5834.0,PYGB,1.094,Acute
0.211,1.564,GI_9506688-S,GI_9506688-S,0.645,3.06,up,GPL2700,GSE13052,,0.645,54512.0,EXOSC4,1.094,Acute
0.212,1.566,GI_14149679-S,GI_14149679-S,0.648,3.059,up,GPL2700,GSE13052,,0.648,23344.0,ESYT1,1.094,Acute
0.206,1.546,GI_21362059-S,GI_21362059-S,0.629,3.056,up,GPL2700,GSE13052,,0.629,84326.0,C16orf13,1.094,Acute
0.339,2.048,GI_45243513-A,GI_45243513-A,1.034,3.054,up,GPL2700,GSE13052,,1.034,23457.0,ABCB9,1.094,Acute
0.175,1.449,GI_13904869-S,GI_13904869-S,0.535,3.054,up,GPL2700,GSE13052,,0.535,6193.0,RPS5,1.094,Acute
0.129,1.315,GI_20149514-S,GI_20149514-S,0.395,3.053,up,GPL2700,GSE13052,,0.395,1525.0,CXADR,1.094,Acute
0.232,1.633,GI_24430153-S,GI_24430153-S,0.707,3.052,up,GPL2700,GSE13052,,0.707,5702.0,PSMC3,1.094,Acute
0.261,1.735,GI_4557248-S,GI_4557248-S,0.795,3.051,up,GPL2700,GSE13052,,0.795,100.0,ADA,1.094,Acute
0.155,1.389,GI_13376307-S,GI_13376307-S,0.474,3.051,up,GPL2700,GSE13052,,0.474,79930.0,DOK3,1.094,Acute
0.135,1.329,GI_38327624-A,GI_38327624-A,0.411,3.051,up,GPL2700,GSE13052,,0.411,1431.0,CS,1.094,Acute
0.149,1.371,GI_5453630-S,GI_5453630-S,0.455,3.05,up,GPL2700,GSE13052,,0.455,1652.0,DDT,1.094,Acute
0.192,1.499,GI_33620766-S,GI_33620766-S,0.584,3.049,up,GPL2700,GSE13052,,0.584,949.0,SCARB1,1.094,Acute
0.138,1.339,GI_19924154-I,GI_19924154-I,0.421,3.048,up,GPL2700,GSE13052,,0.421,8625.0,RFXANK,1.094,Acute
0.331,2.012,GI_34147332-S,GI_34147332-S,1.008,3.047,up,GPL2700,GSE13052,,1.008,284403.0,WDR62,1.094,Acute
0.166,1.418,GI_37543293-S,GI_37543293-S,0.504,3.045,up,GPL2700,GSE13052,,0.504,,,1.094,Acute
0.204,1.537,GI_24308016-S,GI_24308016-S,0.62,3.043,up,GPL2700,GSE13052,,0.62,23216.0,TBC1D1,1.094,Acute
0.241,1.664,GI_40254958-S,GI_40254958-S,0.734,3.043,up,GPL2700,GSE13052,,0.734,79065.0,ATG9A,1.094,Acute
0.157,1.391,GI_28872739-A,GI_28872739-A,0.477,3.041,up,GPL2700,GSE13052,,0.477,64963.0,MRPS11,1.094,Acute
0.249,1.688,GI_27734708-S,GI_27734708-S,0.756,3.04,up,GPL2700,GSE13052,,0.756,283820.0,NOMO2,1.094,Acute
0.186,1.479,GI_40316836-S,GI_40316836-S,0.565,3.038,up,GPL2700,GSE13052,,0.565,57198.0,ATP8B2,1.094,Acute
0.256,1.715,GI_8923531-S,GI_8923531-S,0.778,3.037,up,GPL2700,GSE13052,,0.778,54982.0,CLN6,1.094,Acute
0.327,1.992,GI_5803120-S,GI_5803120-S,0.994,3.037,up,GPL2700,GSE13052,,0.994,10954.0,PDIA5,1.094,Acute
0.231,1.626,GI_6598326-S,GI_6598326-S,0.701,3.035,up,GPL2700,GSE13052,,0.701,7264.0,TSTA3,1.094,Acute
0.198,1.516,GI_37541966-S,GI_37541966-S,0.6,3.033,up,GPL2700,GSE13052,,0.6,,,1.094,Acute
0.239,1.654,GI_10947030-S,GI_10947030-S,0.726,3.033,up,GPL2700,GSE13052,,0.726,23420.0,NOMO1,1.094,Acute
0.24,1.657,GI_24308228-S,GI_24308228-S,0.729,3.032,up,GPL2700,GSE13052,,0.729,29993.0,PACSIN1,1.094,Acute
0.195,1.506,GI_7705880-S,GI_7705880-S,0.591,3.03,up,GPL2700,GSE13052,,0.591,51157.0,ZNF580,1.094,Acute
0.149,1.366,GI_13027629-S,GI_13027629-S,0.45,3.029,up,GPL2700,GSE13052,,0.45,8220.0,DGCR14,1.094,Acute
0.197,1.512,GI_34147632-S,GI_34147632-S,0.597,3.028,up,GPL2700,GSE13052,,0.597,5347.0,PLK1,1.094,Acute
0.176,1.446,GI_21396488-S,GI_21396488-S,0.532,3.027,up,GPL2700,GSE13052,,0.532,9361.0,LONP1,1.094,Acute
0.3,1.876,GI_13699832-S,GI_13699832-S,0.908,3.027,up,GPL2700,GSE13052,,0.908,11004.0,KIF2C,1.094,Acute
0.184,1.471,GI_40288287-S,GI_40288287-S,0.557,3.026,up,GPL2700,GSE13052,,0.557,10498.0,CARM1,1.094,Acute
0.26,1.724,GI_38195086-A,GI_38195086-A,0.786,3.025,up,GPL2700,GSE13052,,0.786,3276.0,PRMT1,1.094,Acute
0.187,1.479,GI_12408653-S,GI_12408653-S,0.564,3.023,up,GPL2700,GSE13052,,0.564,26229.0,B3GAT3,1.094,Acute
0.131,1.315,GI_20070259-S,GI_20070259-S,0.396,3.018,up,GPL2700,GSE13052,,0.396,25920.0,NELFB,1.094,Acute
0.239,1.648,GI_28373114-A,GI_28373114-A,0.721,3.015,up,GPL2700,GSE13052,,0.721,489.0,ATP2A3,1.094,Acute
0.117,1.276,GI_34335254-S,GI_34335254-S,0.352,3.012,up,GPL2700,GSE13052,,0.352,10540.0,DCTN2,1.094,Acute
0.216,1.569,GI_10938009-A,GI_10938009-A,0.65,3.012,up,GPL2700,GSE13052,,0.65,,,1.094,Acute
0.162,1.404,GI_42659678-S,GI_42659678-S,0.489,3.011,up,GPL2700,GSE13052,,0.489,399909.0,PCNXL3,1.094,Acute
0.223,1.593,GI_4758685-S,GI_4758685-S,0.672,3.008,up,GPL2700,GSE13052,,0.672,4035.0,LRP1,1.094,Acute
0.142,1.345,GI_35493922-S,GI_35493922-S,0.427,3.007,up,GPL2700,GSE13052,,0.427,5116.0,PCNT,1.094,Acute
0.182,1.462,GI_9507236-A,GI_9507236-A,0.548,3.007,up,GPL2700,GSE13052,,0.548,,,1.094,Acute
0.201,1.519,GI_5453841-S,GI_5453841-S,0.603,3.004,up,GPL2700,GSE13052,,0.603,5036.0,PA2G4,1.094,Acute
0.19,1.486,GI_4503608-S,GI_4503608-S,0.571,3.002,up,GPL2700,GSE13052,,0.571,2109.0,ETFB,1.094,Acute
0.144,1.348,GI_19718770-S,GI_19718770-S,0.431,3.0,up,GPL2700,GSE13052,,0.431,79767.0,ELMO3,1.094,Acute
0.185,1.469,GI_39753960-S,GI_39753960-S,0.555,2.998,up,GPL2700,GSE13052,,0.555,128239.0,IQGAP3,1.094,Acute
0.209,1.543,GI_22507396-S,GI_22507396-S,0.626,2.989,up,GPL2700,GSE13052,,0.626,4627.0,MYH9,1.094,Acute
0.199,1.51,GI_39930600-S,GI_39930600-S,0.595,2.988,up,GPL2700,GSE13052,,0.595,84266.0,ALKBH7,1.094,Acute
0.342,2.032,GI_31377769-S,GI_31377769-S,1.023,2.988,up,GPL2700,GSE13052,,1.023,25886.0,POC1A,1.094,Acute
0.206,1.533,GI_24475645-S,GI_24475645-S,0.616,2.986,up,GPL2700,GSE13052,,0.616,85378.0,TUBGCP6,1.094,Acute
0.164,1.402,GI_8922935-S,GI_8922935-S,0.488,2.981,up,GPL2700,GSE13052,,0.488,55324.0,ABCF3,1.094,Acute
0.216,1.562,GI_27545325-S,GI_27545325-S,0.644,2.981,up,GPL2700,GSE13052,,0.644,6598.0,SMARCB1,1.094,Acute
0.181,1.453,GI_7706183-I,GI_7706183-I,0.539,2.98,up,GPL2700,GSE13052,,0.539,51329.0,ARL6IP4,1.094,Acute
0.149,1.36,GI_30151609-S,GI_30151609-S,0.443,2.979,up,GPL2700,GSE13052,,0.443,26147.0,PHF19,1.094,Acute
0.183,1.459,GI_34222191-S,GI_34222191-S,0.545,2.977,up,GPL2700,GSE13052,,0.545,168391.0,GALNTL5,1.094,Acute
0.255,1.69,GI_6912389-S,GI_6912389-S,0.757,2.975,up,GPL2700,GSE13052,,0.757,2734.0,GLG1,1.094,Acute
0.383,2.203,GI_14195633-S,GI_14195633-S,1.139,2.975,up,GPL2700,GSE13052,,1.139,9500.0,MAGED1,1.094,Acute
0.149,1.359,GI_27262621-S,GI_27262621-S,0.442,2.973,up,GPL2700,GSE13052,,0.442,89796.0,NAV1,1.094,Acute
0.174,1.432,GI_33238871-S,GI_33238871-S,0.518,2.973,up,GPL2700,GSE13052,,0.518,9400.0,RECQL5,1.094,Acute
0.191,1.482,GI_32698703-S,GI_32698703-S,0.568,2.972,up,GPL2700,GSE13052,,0.568,25851.0,TECPR1,1.094,Acute
0.406,2.308,GI_21450831-S,GI_21450831-S,1.206,2.97,up,GPL2700,GSE13052,,1.206,220134.0,SKA1,1.094,Acute
0.56,3.168,GI_4503302-S,GI_4503302-S,1.663,2.968,up,GPL2700,GSE13052,,1.663,1669.0,DEFA4,1.094,Acute
0.181,1.45,GI_13435358-S,GI_13435358-S,0.536,2.967,up,GPL2700,GSE13052,,0.536,1642.0,DDB1,1.094,Acute
0.359,2.092,GI_4759177-S,GI_4759177-S,1.065,2.966,up,GPL2700,GSE13052,,1.065,9212.0,AURKB,1.094,Acute
0.161,1.391,GI_40255181-S,GI_40255181-S,0.476,2.964,up,GPL2700,GSE13052,,0.476,222658.0,KCTD20,1.094,Acute
0.179,1.443,GI_24308012-S,GI_24308012-S,0.529,2.959,up,GPL2700,GSE13052,,0.529,23203.0,PMPCA,1.094,Acute
0.222,1.577,GI_13027603-S,GI_13027603-S,0.657,2.953,up,GPL2700,GSE13052,,0.657,65993.0,MRPS34,1.094,Acute
0.236,1.619,GI_42516568-S,GI_42516568-S,0.695,2.953,up,GPL2700,GSE13052,,0.695,9322.0,TRIP10,1.094,Acute
0.175,1.43,GI_34222292-S,GI_34222292-S,0.516,2.947,up,GPL2700,GSE13052,,0.516,2997.0,GYS1,1.094,Acute
0.205,1.522,GI_22547127-A,GI_22547127-A,0.605,2.947,up,GPL2700,GSE13052,,0.605,51264.0,MRPL27,1.094,Acute
0.201,1.507,GI_25777601-S,GI_25777601-S,0.591,2.944,up,GPL2700,GSE13052,,0.591,5708.0,PSMD2,1.094,Acute
0.292,1.814,GI_4759335-S,GI_4759335-S,0.859,2.943,up,GPL2700,GSE13052,,0.859,2189.0,FANCG,1.094,Acute
0.199,1.5,GI_4507410-S,GI_4507410-S,0.585,2.942,up,GPL2700,GSE13052,,0.585,6949.0,TCOF1,1.094,Acute
0.207,1.524,GI_19923944-S,GI_19923944-S,0.608,2.94,up,GPL2700,GSE13052,,0.608,113179.0,ADAT3,1.094,Acute
0.189,1.469,GI_31542861-S,GI_31542861-S,0.555,2.938,up,GPL2700,GSE13052,,0.555,83743.0,GRWD1,1.094,Acute
0.216,1.553,GI_18375534-A,GI_18375534-A,0.635,2.936,up,GPL2700,GSE13052,,0.635,11277.0,TREX1,1.094,Acute
0.151,1.358,GI_8923906-A,GI_8923906-A,0.442,2.934,up,GPL2700,GSE13052,,0.442,51329.0,ARL6IP4,1.094,Acute
0.197,1.493,GI_6552334-S,GI_6552334-S,0.578,2.932,up,GPL2700,GSE13052,,0.578,2950.0,GSTP1,1.094,Acute
0.137,1.32,GI_7657121-S,GI_7657121-S,0.4,2.931,up,GPL2700,GSE13052,,0.4,50628.0,GEMIN4,1.094,Acute
0.199,1.497,GI_21361512-S,GI_21361512-S,0.582,2.929,up,GPL2700,GSE13052,,0.582,51005.0,AMDHD2,1.094,Acute
0.164,1.396,GI_7661689-S,GI_7661689-S,0.481,2.928,up,GPL2700,GSE13052,,0.481,26093.0,CCDC9,1.094,Acute
0.187,1.462,GI_4885424-A,GI_4885424-A,0.548,2.928,up,GPL2700,GSE13052,,0.548,3265.0,HRAS,1.094,Acute
0.171,1.415,GI_37555973-S,GI_37555973-S,0.501,2.927,up,GPL2700,GSE13052,,0.501,90187.0,EMILIN3,1.094,Acute
0.266,1.717,GI_15529981-S,GI_15529981-S,0.779,2.926,up,GPL2700,GSE13052,,0.779,92856.0,IMP4,1.094,Acute
0.167,1.403,GI_22547137-A,GI_22547137-A,0.488,2.924,up,GPL2700,GSE13052,,0.488,51073.0,MRPL4,1.094,Acute
