Denominator(s+s0),Fold Change,Gene ID,Gene Name,Numerator(r),Score(d),direction,gpl,gse,index,log2foldChange,myGeneId,myGeneSym,q-value(%),subset
0.153,1.113,238579_at,238579_at,0.154,1.005,up,GPL570,GSE43777,,0.154,138241.0,C9orf85,22.204,Acute
0.187,1.139,230216_at,230216_at,0.188,1.005,up,GPL570,GSE43777,,0.188,283450.0,HECTD4,22.204,Acute
0.143,1.104,204257_at,204257_at,0.143,1.005,up,GPL570,GSE43777,,0.143,3995.0,FADS3,22.204,Acute
0.183,1.136,222165_x_at,222165_x_at,0.183,1.005,up,GPL570,GSE43777,,0.183,79095.0,C9orf16,22.204,Acute
0.298,1.231,208765_s_at,208765_s_at,0.299,1.005,up,GPL570,GSE43777,,0.299,10236.0,HNRNPR,22.204,Acute
0.28,1.215,223716_s_at,223716_s_at,0.281,1.005,up,GPL570,GSE43777,,0.281,9406.0,ZRANB2,22.204,Acute
0.147,1.108,214867_at,214867_at,0.148,1.004,up,GPL570,GSE43777,,0.148,100507331.0,ZSWIM8-AS1,22.204,Acute
0.387,1.309,200989_at,200989_at,0.389,1.004,up,GPL570,GSE43777,,0.389,3091.0,HIF1A,22.204,Acute
0.106,1.077,1567055_at,1567055_at,0.107,1.004,up,GPL570,GSE43777,,0.107,26188.0,OR1C1,22.204,Acute
0.25,1.19,227494_at,227494_at,0.251,1.004,up,GPL570,GSE43777,,0.251,253842.0,LOC253842,22.204,Acute
0.513,1.429,202917_s_at,202917_s_at,0.515,1.004,up,GPL570,GSE43777,,0.515,6279.0,S100A8,22.204,Acute
0.343,1.27,219375_at,219375_at,0.345,1.004,up,GPL570,GSE43777,,0.345,10390.0,CEPT1,22.204,Acute
0.179,1.133,203125_x_at,203125_x_at,0.18,1.004,up,GPL570,GSE43777,,0.18,4891.0,SLC11A2,22.204,Acute
0.165,1.122,1556584_at,1556584_at,0.166,1.004,up,GPL570,GSE43777,,0.166,,,22.204,Acute
0.342,1.269,212155_at,212155_at,0.344,1.004,up,GPL570,GSE43777,,0.344,149603.0,RNF187,22.204,Acute
0.297,1.23,209181_s_at,209181_s_at,0.298,1.004,up,GPL570,GSE43777,,0.298,5876.0,RABGGTB,22.204,Acute
0.115,1.083,230089_s_at,230089_s_at,0.116,1.004,up,GPL570,GSE43777,,0.116,91304.0,TMEM259,22.204,Acute
0.12,1.087,1553327_a_at,1553327_a_at,0.12,1.004,up,GPL570,GSE43777,,0.12,222389.0,BEND7,22.204,Acute
0.148,1.108,1566973_at,1566973_at,0.149,1.004,up,GPL570,GSE43777,,0.149,,,22.204,Acute
0.101,1.073,1570119_at,1570119_at,0.101,1.003,up,GPL570,GSE43777,,0.101,23047.0,PDS5B,22.204,Acute
0.344,1.27,38964_r_at,38964_r_at,0.345,1.003,up,GPL570,GSE43777,,0.345,7454.0,WAS,22.204,Acute
0.12,1.087,1562805_at,1562805_at,0.12,1.003,up,GPL570,GSE43777,,0.12,349408.0,TLR8-AS1,22.204,Acute
0.195,1.145,212759_s_at,212759_s_at,0.195,1.003,up,GPL570,GSE43777,,0.195,6934.0,TCF7L2,22.204,Acute
0.253,1.192,222496_s_at,222496_s_at,0.254,1.003,up,GPL570,GSE43777,,0.254,54502.0,RBM47,22.204,Acute
0.217,1.163,210544_s_at,210544_s_at,0.218,1.003,up,GPL570,GSE43777,,0.218,224.0,ALDH3A2,22.204,Acute
0.117,1.085,1556994_at,1556994_at,0.118,1.003,up,GPL570,GSE43777,,0.118,,,22.204,Acute
0.135,1.099,243420_at,243420_at,0.136,1.003,up,GPL570,GSE43777,,0.136,,,22.204,Acute
0.378,1.3,217933_s_at,217933_s_at,0.379,1.003,up,GPL570,GSE43777,,0.379,51056.0,LAP3,22.204,Acute
0.138,1.1,236225_at,236225_at,0.138,1.003,up,GPL570,GSE43777,,0.138,124975.0,GGT6,22.204,Acute
0.16,1.117,243946_at,243946_at,0.16,1.003,up,GPL570,GSE43777,,0.16,64094.0,SMOC2,22.204,Acute
0.298,1.23,224331_s_at,224331_s_at,0.299,1.002,up,GPL570,GSE43777,,0.299,64979.0,MRPL36,22.204,Acute
0.227,1.171,204046_at,204046_at,0.227,1.002,up,GPL570,GSE43777,,0.227,5330.0,PLCB2,22.204,Acute
0.149,1.109,1559561_at,1559561_at,0.15,1.002,up,GPL570,GSE43777,,0.15,84893.0,FBXO18,22.204,Acute
0.132,1.096,238373_at,238373_at,0.132,1.002,up,GPL570,GSE43777,,0.132,341567.0,H1FNT,22.204,Acute
0.143,1.104,233301_at,233301_at,0.143,1.002,up,GPL570,GSE43777,,0.143,64064.0,OXCT2,22.204,Acute
0.183,1.136,234103_at,234103_at,0.183,1.002,up,GPL570,GSE43777,,0.183,343450.0,KCNT2,22.204,Acute
0.122,1.089,1556661_at,1556661_at,0.123,1.001,up,GPL570,GSE43777,,0.123,150384.0,GTSE1-AS1,22.204,Acute
0.295,1.227,206130_s_at,206130_s_at,0.296,1.001,up,GPL570,GSE43777,,0.296,433.0,ASGR2,22.204,Acute
0.183,1.136,218000_s_at,218000_s_at,0.183,1.001,up,GPL570,GSE43777,,0.183,22822.0,PHLDA1,22.204,Acute
0.118,1.085,233047_at,233047_at,0.118,1.001,up,GPL570,GSE43777,,0.118,90167.0,FRMD7,22.204,Acute
0.128,1.093,1564358_at,1564358_at,0.128,1.001,up,GPL570,GSE43777,,0.128,,,22.204,Acute
0.307,1.238,218091_at,218091_at,0.308,1.001,up,GPL570,GSE43777,,0.308,3267.0,AGFG1,22.204,Acute
0.27,1.206,212544_at,212544_at,0.271,1.001,up,GPL570,GSE43777,,0.271,9326.0,ZNHIT3,22.204,Acute
0.421,1.339,226414_s_at,226414_s_at,0.421,1.001,up,GPL570,GSE43777,,0.421,51529.0,ANAPC11,22.204,Acute
0.283,1.217,233874_at,233874_at,0.284,1.001,up,GPL570,GSE43777,,0.284,57606.0,SLAIN2,22.204,Acute
0.174,1.128,219760_at,219760_at,0.174,1.001,up,GPL570,GSE43777,,0.174,64130.0,LIN7B,22.204,Acute
0.125,1.091,231014_at,231014_at,0.125,1.001,up,GPL570,GSE43777,,0.125,135892.0,TRIM50,22.204,Acute
0.099,1.071,1564632_at,1564632_at,0.099,1.001,up,GPL570,GSE43777,,0.099,,,22.204,Acute
0.189,1.14,224846_at,224846_at,0.19,1.001,up,GPL570,GSE43777,,0.19,92799.0,SHKBP1,22.204,Acute
0.171,1.126,1555520_at,1555520_at,0.172,1.001,up,GPL570,GSE43777,,0.172,5727.0,PTCH1,22.204,Acute
0.361,1.285,200923_at,200923_at,0.361,1.0,up,GPL570,GSE43777,,0.361,3959.0,LGALS3BP,22.204,Acute
0.454,1.37,211635_x_at,211635_x_at,0.454,1.0,up,GPL570,GSE43777,,0.454,100133862.0,LOC100133862,22.204,Acute
0.121,1.087,240925_at,240925_at,0.121,1.0,up,GPL570,GSE43777,,0.121,,,22.204,Acute
0.159,1.117,226738_at,226738_at,0.159,1.0,up,GPL570,GSE43777,,0.159,124997.0,WDR81,22.204,Acute
0.487,1.401,211429_s_at,211429_s_at,0.487,1.0,up,GPL570,GSE43777,,0.487,5265.0,SERPINA1,22.204,Acute
0.145,1.106,205507_at,205507_at,0.145,1.0,up,GPL570,GSE43777,,0.145,22899.0,ARHGEF15,22.204,Acute
0.126,1.091,234019_at,234019_at,0.126,1.0,up,GPL570,GSE43777,,0.126,,,22.204,Acute
0.172,1.127,205781_at,205781_at,0.172,1.0,up,GPL570,GSE43777,,0.172,9605.0,VPS9D1,22.204,Acute
0.171,1.125,231966_at,231966_at,0.17,1.0,up,GPL570,GSE43777,,0.17,55607.0,PPP1R9A,22.204,Acute
0.303,1.234,219850_s_at,219850_s_at,0.303,1.0,up,GPL570,GSE43777,,0.303,26298.0,EHF,22.204,Acute
0.19,1.141,210708_x_at,210708_x_at,0.19,0.999,up,GPL570,GSE43777,,0.19,843.0,CASP10,22.204,Acute
0.149,1.109,223653_x_at,223653_x_at,0.149,0.999,up,GPL570,GSE43777,,0.149,56853.0,CELF4,22.204,Acute
0.101,1.073,1560285_at,1560285_at,0.101,0.999,up,GPL570,GSE43777,,0.101,,,22.204,Acute
0.274,1.209,204973_at,204973_at,0.274,0.999,up,GPL570,GSE43777,,0.274,2705.0,GJB1,22.204,Acute
0.166,1.122,205007_s_at,205007_s_at,0.166,0.999,up,GPL570,GSE43777,,0.166,10518.0,CIB2,22.204,Acute
0.354,1.278,218559_s_at,218559_s_at,0.354,0.999,up,GPL570,GSE43777,,0.354,9935.0,MAFB,22.204,Acute
0.186,1.138,204359_at,204359_at,0.186,0.999,up,GPL570,GSE43777,,0.186,23768.0,FLRT2,22.204,Acute
0.154,1.112,213863_s_at,213863_s_at,0.153,0.999,up,GPL570,GSE43777,,0.153,51686.0,OAZ3,22.204,Acute
0.174,1.128,228301_x_at,228301_x_at,0.174,0.999,up,GPL570,GSE43777,,0.174,4716.0,NDUFB10,22.204,Acute
0.271,1.207,228217_s_at,228217_s_at,0.271,0.999,up,GPL570,GSE43777,,0.271,389362.0,PSMG4,22.204,Acute
0.117,1.084,243334_at,243334_at,0.117,0.999,up,GPL570,GSE43777,,0.117,776.0,CACNA1D,22.204,Acute
0.122,1.088,224095_at,224095_at,0.122,0.999,up,GPL570,GSE43777,,0.122,100128175.0,LOC100128175,22.204,Acute
0.132,1.095,220271_x_at,220271_x_at,0.131,0.999,up,GPL570,GSE43777,,0.131,64800.0,EFCAB6,22.204,Acute
0.244,1.184,222905_s_at,222905_s_at,0.244,0.998,up,GPL570,GSE43777,,0.244,55260.0,TMEM143,22.204,Acute
0.158,1.116,219635_at,219635_at,0.158,0.998,up,GPL570,GSE43777,,0.158,80095.0,ZNF606,22.204,Acute
0.34,1.265,218817_at,218817_at,0.339,0.998,up,GPL570,GSE43777,,0.339,60559.0,SPCS3,22.204,Acute
0.206,1.153,222399_s_at,222399_s_at,0.205,0.998,up,GPL570,GSE43777,,0.205,56889.0,TM9SF3,22.204,Acute
0.129,1.094,244634_at,244634_at,0.129,0.998,up,GPL570,GSE43777,,0.129,,,22.204,Acute
0.149,1.109,230266_at,230266_at,0.149,0.998,up,GPL570,GSE43777,,0.149,338382.0,RAB7B,22.204,Acute
0.186,1.138,202367_at,202367_at,0.186,0.998,up,GPL570,GSE43777,,0.186,1523.0,CUX1,22.204,Acute
0.146,1.106,201469_s_at,201469_s_at,0.146,0.998,up,GPL570,GSE43777,,0.146,6464.0,SHC1,22.204,Acute
0.182,1.134,1552939_at,1552939_at,0.182,0.998,up,GPL570,GSE43777,,0.182,284.0,ANGPT1,22.204,Acute
0.299,1.23,226823_at,226823_at,0.299,0.998,up,GPL570,GSE43777,,0.299,65979.0,PHACTR4,22.204,Acute
0.108,1.078,237222_at,237222_at,0.108,0.998,up,GPL570,GSE43777,,0.108,123722.0,FSD2,22.204,Acute
0.209,1.156,1566760_at,1566760_at,0.209,0.998,up,GPL570,GSE43777,,0.209,401106.0,LINC00884,22.204,Acute
0.232,1.174,230132_at,230132_at,0.231,0.998,up,GPL570,GSE43777,,0.231,100505495.0,PCAT19,22.204,Acute
0.317,1.245,218163_at,218163_at,0.316,0.998,up,GPL570,GSE43777,,0.316,28985.0,MCTS1,22.204,Acute
0.509,1.422,222435_s_at,222435_s_at,0.508,0.998,up,GPL570,GSE43777,,0.508,51465.0,UBE2J1,22.204,Acute
0.149,1.109,210557_x_at,210557_x_at,0.149,0.998,up,GPL570,GSE43777,,0.149,1435.0,CSF1,22.204,Acute
0.308,1.237,205049_s_at,205049_s_at,0.307,0.998,up,GPL570,GSE43777,,0.307,973.0,CD79A,22.204,Acute
0.134,1.097,201854_s_at,201854_s_at,0.134,0.998,up,GPL570,GSE43777,,0.134,23300.0,ATMIN,22.204,Acute
0.251,1.19,201195_s_at,201195_s_at,0.251,0.997,up,GPL570,GSE43777,,0.251,8140.0,SLC7A5,22.204,Acute
0.189,1.14,1554084_a_at,1554084_a_at,0.189,0.997,up,GPL570,GSE43777,,0.189,79707.0,NOL9,22.204,Acute
0.246,1.185,226482_s_at,226482_s_at,0.245,0.997,up,GPL570,GSE43777,,0.245,100131187.0,TSTD1,22.204,Acute
0.235,1.176,205349_at,205349_at,0.234,0.997,up,GPL570,GSE43777,,0.234,2769.0,GNA15,22.204,Acute
0.351,1.274,209005_at,209005_at,0.35,0.997,up,GPL570,GSE43777,,0.35,26234.0,FBXL5,22.204,Acute
0.253,1.191,222613_at,222613_at,0.252,0.997,up,GPL570,GSE43777,,0.252,57102.0,C12orf4,22.204,Acute
0.127,1.092,209260_at,209260_at,0.127,0.997,up,GPL570,GSE43777,,0.127,2810.0,SFN,22.204,Acute
0.197,1.146,230740_at,230740_at,0.197,0.997,up,GPL570,GSE43777,,0.197,30845.0,EHD3,22.204,Acute
0.114,1.082,1568739_at,1568739_at,0.114,0.997,up,GPL570,GSE43777,,0.114,285692.0,LOC285692,22.204,Acute
0.146,1.106,210618_at,210618_at,0.145,0.997,up,GPL570,GSE43777,,0.145,5909.0,RAP1GAP,22.204,Acute
0.33,1.256,209949_at,209949_at,0.329,0.997,up,GPL570,GSE43777,,0.329,4688.0,NCF2,22.204,Acute
0.323,1.251,218571_s_at,218571_s_at,0.323,0.997,up,GPL570,GSE43777,,0.323,29082.0,CHMP4A,22.204,Acute
0.161,1.117,203981_s_at,203981_s_at,0.16,0.997,up,GPL570,GSE43777,,0.16,5826.0,ABCD4,22.204,Acute
0.367,1.289,233049_x_at,233049_x_at,0.366,0.997,up,GPL570,GSE43777,,0.366,10273.0,STUB1,22.204,Acute
0.183,1.135,221192_x_at,221192_x_at,0.183,0.997,up,GPL570,GSE43777,,0.183,79157.0,MFSD11,22.204,Acute
0.122,1.088,1563078_at,1563078_at,0.121,0.997,up,GPL570,GSE43777,,0.121,,,22.204,Acute
0.179,1.132,206763_at,206763_at,0.179,0.997,up,GPL570,GSE43777,,0.179,8468.0,FKBP6,22.204,Acute
0.214,1.159,223625_at,223625_at,0.213,0.997,up,GPL570,GSE43777,,0.213,84668.0,FAM126A,22.204,Acute
0.12,1.086,231587_at,231587_at,0.12,0.997,up,GPL570,GSE43777,,0.12,345.0,APOC3,22.204,Acute
0.213,1.158,227662_at,227662_at,0.212,0.997,up,GPL570,GSE43777,,0.212,171024.0,SYNPO2,22.204,Acute
0.308,1.237,221641_s_at,221641_s_at,0.307,0.996,up,GPL570,GSE43777,,0.307,23597.0,ACOT9,22.204,Acute
0.155,1.113,214368_at,214368_at,0.154,0.996,up,GPL570,GSE43777,,0.154,10235.0,RASGRP2,22.204,Acute
0.195,1.144,1562852_at,1562852_at,0.195,0.996,up,GPL570,GSE43777,,0.195,,,22.204,Acute
0.162,1.119,223770_x_at,223770_x_at,0.162,0.996,up,GPL570,GSE43777,,0.162,84245.0,MRI1,22.204,Acute
0.178,1.13,205872_x_at,205872_x_at,0.177,0.996,up,GPL570,GSE43777,,0.177,9659.0,PDE4DIP,22.204,Acute
0.14,1.102,1560346_at,1560346_at,0.14,0.996,up,GPL570,GSE43777,,0.14,,,22.204,Acute
0.228,1.17,204867_at,204867_at,0.227,0.996,up,GPL570,GSE43777,,0.227,2644.0,GCHFR,22.204,Acute
0.194,1.144,230427_s_at,230427_s_at,0.193,0.996,up,GPL570,GSE43777,,0.193,9529.0,BAG5,22.204,Acute
0.34,1.265,224068_x_at,224068_x_at,0.339,0.996,up,GPL570,GSE43777,,0.339,55696.0,RBM22,22.204,Acute
0.141,1.103,1560488_at,1560488_at,0.141,0.996,up,GPL570,GSE43777,,0.141,401562.0,LCNL1,22.204,Acute
0.161,1.117,203191_at,203191_at,0.16,0.996,up,GPL570,GSE43777,,0.16,10058.0,ABCB6,22.204,Acute
0.143,1.103,242134_at,242134_at,0.142,0.996,up,GPL570,GSE43777,,0.142,,,22.204,Acute
0.239,1.18,226385_s_at,226385_s_at,0.238,0.996,up,GPL570,GSE43777,,0.238,115416.0,MALSU1,22.204,Acute
0.33,1.256,202442_at,202442_at,0.329,0.995,up,GPL570,GSE43777,,0.329,1176.0,AP3S1,22.204,Acute
0.129,1.093,1560347_at,1560347_at,0.129,0.995,up,GPL570,GSE43777,,0.129,,,22.204,Acute
0.174,1.128,1569307_s_at,1569307_s_at,0.173,0.995,up,GPL570,GSE43777,,0.173,,,22.204,Acute
0.256,1.193,218407_x_at,218407_x_at,0.255,0.995,up,GPL570,GSE43777,,0.255,29937.0,NENF,22.204,Acute
0.342,1.266,212227_x_at,212227_x_at,0.34,0.995,up,GPL570,GSE43777,,0.34,10209.0,EIF1,22.204,Acute
0.217,1.161,208989_s_at,208989_s_at,0.216,0.995,up,GPL570,GSE43777,,0.216,22992.0,KDM2A,22.204,Acute
0.125,1.09,242792_at,242792_at,0.124,0.995,up,GPL570,GSE43777,,0.124,,,22.204,Acute
0.334,1.259,200029_at,200029_at,0.332,0.995,up,GPL570,GSE43777,,0.332,6143.0,RPL19,22.204,Acute
0.141,1.102,222271_at,222271_at,0.14,0.994,up,GPL570,GSE43777,,0.14,,,22.204,Acute
0.213,1.158,237344_at,237344_at,0.212,0.994,up,GPL570,GSE43777,,0.212,100505474.0,RP11-456O19.4,22.204,Acute
0.407,1.324,1554768_a_at,1554768_a_at,0.405,0.994,up,GPL570,GSE43777,,0.405,4085.0,MAD2L1,22.204,Acute
0.225,1.168,225600_at,225600_at,0.223,0.994,up,GPL570,GSE43777,,0.223,286144.0,TRIQK,22.204,Acute
0.146,1.105,1561542_at,1561542_at,0.145,0.994,up,GPL570,GSE43777,,0.145,,,22.204,Acute
0.502,1.413,201293_x_at,201293_x_at,0.499,0.994,up,GPL570,GSE43777,,0.499,5478.0,PPIA,22.204,Acute
0.452,1.365,210559_s_at,210559_s_at,0.449,0.994,up,GPL570,GSE43777,,0.449,983.0,CDK1,22.204,Acute
0.117,1.084,233708_at,233708_at,0.116,0.994,up,GPL570,GSE43777,,0.116,,,22.204,Acute
0.278,1.211,202621_at,202621_at,0.276,0.994,up,GPL570,GSE43777,,0.276,3661.0,IRF3,22.204,Acute
0.246,1.184,232174_at,232174_at,0.244,0.994,up,GPL570,GSE43777,,0.244,,,22.204,Acute
0.104,1.075,1555880_at,1555880_at,0.104,0.994,up,GPL570,GSE43777,,0.104,405754.0,ERVFRD-1,22.204,Acute
0.174,1.127,1560492_at,1560492_at,0.173,0.994,up,GPL570,GSE43777,,0.173,,,22.204,Acute
0.297,1.227,225850_at,225850_at,0.295,0.993,up,GPL570,GSE43777,,0.295,113402.0,SFT2D1,22.204,Acute
0.18,1.132,207087_x_at,207087_x_at,0.179,0.993,up,GPL570,GSE43777,,0.179,286.0,ANK1,22.204,Acute
0.121,1.087,237279_at,237279_at,0.12,0.993,up,GPL570,GSE43777,,0.12,,,22.204,Acute
0.228,1.17,218895_at,218895_at,0.226,0.993,up,GPL570,GSE43777,,0.226,63906.0,GPATCH3,22.204,Acute
0.285,1.216,209062_x_at,209062_x_at,0.283,0.993,up,GPL570,GSE43777,,0.283,8202.0,NCOA3,22.204,Acute
0.145,1.105,240520_at,240520_at,0.144,0.993,up,GPL570,GSE43777,,0.144,,,22.204,Acute
0.236,1.176,1558117_s_at,1558117_s_at,0.234,0.993,up,GPL570,GSE43777,,0.234,57478.0,USP31,22.204,Acute
0.187,1.138,233224_at,233224_at,0.186,0.993,up,GPL570,GSE43777,,0.186,,,22.204,Acute
0.171,1.125,236478_at,236478_at,0.169,0.992,up,GPL570,GSE43777,,0.169,3454.0,IFNAR1,22.204,Acute
0.14,1.101,240051_at,240051_at,0.139,0.992,up,GPL570,GSE43777,,0.139,89882.0,TPD52L3,22.204,Acute
0.136,1.098,202872_at,202872_at,0.135,0.992,up,GPL570,GSE43777,,0.135,528.0,ATP6V1C1,22.204,Acute
0.165,1.12,1555544_a_at,1555544_a_at,0.163,0.992,up,GPL570,GSE43777,,0.163,253559.0,CADM2,22.204,Acute
0.28,1.212,214494_s_at,214494_s_at,0.278,0.992,up,GPL570,GSE43777,,0.278,6687.0,SPG7,22.204,Acute
0.323,1.248,223086_x_at,223086_x_at,0.32,0.992,up,GPL570,GSE43777,,0.32,51258.0,MRPL51,22.204,Acute
0.141,1.102,209991_x_at,209991_x_at,0.14,0.992,up,GPL570,GSE43777,,0.14,9568.0,GABBR2,22.204,Acute
0.189,1.139,206849_at,206849_at,0.188,0.992,up,GPL570,GSE43777,,0.188,2566.0,GABRG2,22.204,Acute
0.227,1.169,1564333_a_at,1564333_a_at,0.225,0.992,up,GPL570,GSE43777,,0.225,768239.0,PSAPL1,22.204,Acute
0.141,1.102,206136_at,206136_at,0.14,0.992,up,GPL570,GSE43777,,0.14,7855.0,FZD5,22.204,Acute
0.228,1.17,201517_at,201517_at,0.226,0.992,up,GPL570,GSE43777,,0.226,22916.0,NCBP2,22.204,Acute
0.117,1.084,203637_s_at,203637_s_at,0.116,0.992,up,GPL570,GSE43777,,0.116,4281.0,MID1,22.204,Acute
0.179,1.131,240401_at,240401_at,0.178,0.992,up,GPL570,GSE43777,,0.178,,,22.204,Acute
0.313,1.24,1558111_at,1558111_at,0.311,0.992,up,GPL570,GSE43777,,0.311,4154.0,MBNL1,22.204,Acute
0.173,1.126,210796_x_at,210796_x_at,0.171,0.991,up,GPL570,GSE43777,,0.171,946.0,SIGLEC6,22.204,Acute
0.192,1.141,242832_at,242832_at,0.19,0.991,up,GPL570,GSE43777,,0.19,5187.0,PER1,22.204,Acute
0.228,1.17,233003_at,233003_at,0.226,0.991,up,GPL570,GSE43777,,0.226,,,22.204,Acute
0.446,1.359,1555961_a_at,1555961_a_at,0.442,0.991,up,GPL570,GSE43777,,0.442,3094.0,HINT1,22.204,Acute
0.21,1.155,203659_s_at,203659_s_at,0.208,0.991,up,GPL570,GSE43777,,0.208,10206.0,TRIM13,22.204,Acute
0.203,1.15,205662_at,205662_at,0.201,0.991,up,GPL570,GSE43777,,0.201,27077.0,B9D1,22.204,Acute
0.148,1.107,241602_at,241602_at,0.146,0.991,up,GPL570,GSE43777,,0.146,147948.0,ZNF582,22.204,Acute
0.13,1.094,227849_at,227849_at,0.129,0.99,up,GPL570,GSE43777,,0.129,6100.0,RP9,22.204,Acute
0.27,1.203,226583_at,226583_at,0.267,0.99,up,GPL570,GSE43777,,0.267,400073.0,C12orf76,22.204,Acute
0.193,1.142,228429_x_at,228429_x_at,0.191,0.99,up,GPL570,GSE43777,,0.191,64147.0,KIF9,22.204,Acute
0.294,1.224,219364_at,219364_at,0.292,0.99,up,GPL570,GSE43777,,0.292,79132.0,DHX58,22.204,Acute
0.167,1.121,239322_at,239322_at,0.165,0.99,up,GPL570,GSE43777,,0.165,,,22.204,Acute
0.112,1.08,216597_at,216597_at,0.111,0.99,up,GPL570,GSE43777,,0.111,,,22.204,Acute
0.148,1.107,235815_at,235815_at,0.147,0.99,up,GPL570,GSE43777,,0.147,128553.0,TSHZ2,22.204,Acute
0.214,1.158,1556560_a_at,1556560_a_at,0.212,0.99,up,GPL570,GSE43777,,0.212,100128071.0,FAM229A,22.204,Acute
0.495,1.404,201172_x_at,201172_x_at,0.49,0.99,up,GPL570,GSE43777,,0.49,8992.0,ATP6V0E1,22.204,Acute
0.16,1.116,229561_at,229561_at,0.159,0.99,up,GPL570,GSE43777,,0.159,90668.0,LRRC16B,22.204,Acute
0.116,1.083,224390_s_at,224390_s_at,0.115,0.989,up,GPL570,GSE43777,,0.115,85397.0,RGS8,22.204,Acute
0.153,1.11,207280_at,207280_at,0.151,0.989,up,GPL570,GSE43777,,0.151,91445.0,RNF185,22.204,Acute
0.152,1.11,201564_s_at,201564_s_at,0.151,0.989,up,GPL570,GSE43777,,0.151,6624.0,FSCN1,22.204,Acute
0.176,1.128,243083_at,243083_at,0.174,0.989,up,GPL570,GSE43777,,0.174,100287834.0,LOC100287834,22.204,Acute
0.227,1.168,222228_s_at,222228_s_at,0.224,0.989,up,GPL570,GSE43777,,0.224,54784.0,ALKBH4,22.204,Acute
0.146,1.105,211107_s_at,211107_s_at,0.144,0.989,up,GPL570,GSE43777,,0.144,6795.0,AURKC,22.204,Acute
0.113,1.081,1554972_at,1554972_at,0.112,0.989,up,GPL570,GSE43777,,0.112,,,22.204,Acute
0.272,1.205,215977_x_at,215977_x_at,0.269,0.989,up,GPL570,GSE43777,,0.269,2710.0,GK,22.204,Acute
0.233,1.173,224849_at,224849_at,0.23,0.989,up,GPL570,GSE43777,,0.23,55761.0,TTC17,22.204,Acute
0.13,1.093,222911_s_at,222911_s_at,0.129,0.989,up,GPL570,GSE43777,,0.129,79742.0,CXorf36,22.204,Acute
0.112,1.08,209168_at,209168_at,0.111,0.989,up,GPL570,GSE43777,,0.111,2824.0,GPM6B,22.204,Acute
0.214,1.158,1555372_at,1555372_at,0.212,0.989,up,GPL570,GSE43777,,0.212,10018.0,BCL2L11,22.204,Acute
0.227,1.169,228733_at,228733_at,0.225,0.989,up,GPL570,GSE43777,,0.225,126789.0,PUSL1,22.204,Acute
0.317,1.242,223314_at,223314_at,0.313,0.989,up,GPL570,GSE43777,,0.313,81619.0,TSPAN14,22.204,Acute
0.153,1.111,227121_at,227121_at,0.152,0.989,up,GPL570,GSE43777,,0.152,,,22.204,Acute
0.242,1.181,1552978_a_at,1552978_a_at,0.24,0.989,up,GPL570,GSE43777,,0.24,9522.0,SCAMP1,22.204,Acute
0.404,1.319,218999_at,218999_at,0.4,0.989,up,GPL570,GSE43777,,0.4,55281.0,TMEM140,22.204,Acute
0.337,1.26,213293_s_at,213293_s_at,0.334,0.989,up,GPL570,GSE43777,,0.334,10346.0,TRIM22,22.204,Acute
0.193,1.141,1553978_at,1553978_at,0.191,0.989,up,GPL570,GSE43777,,0.191,729991.0,MEF2BNB,22.204,Acute
0.182,1.133,1569961_at,1569961_at,0.18,0.988,up,GPL570,GSE43777,,0.18,,,22.204,Acute
0.257,1.193,206222_at,206222_at,0.254,0.988,up,GPL570,GSE43777,,0.254,8794.0,TNFRSF10C,22.204,Acute
0.288,1.218,208786_s_at,208786_s_at,0.284,0.988,up,GPL570,GSE43777,,0.284,81631.0,MAP1LC3B,22.204,Acute
0.267,1.201,229348_at,229348_at,0.264,0.988,up,GPL570,GSE43777,,0.264,29914.0,UBIAD1,22.204,Acute
0.109,1.077,234824_at,234824_at,0.108,0.988,up,GPL570,GSE43777,,0.108,,,22.204,Acute
0.218,1.161,226130_at,226130_at,0.215,0.988,up,GPL570,GSE43777,,0.215,6217.0,RPS16,22.204,Acute
0.172,1.125,241371_at,241371_at,0.17,0.988,up,GPL570,GSE43777,,0.17,8797.0,TNFRSF10A,22.204,Acute
0.221,1.163,236319_at,236319_at,0.218,0.988,up,GPL570,GSE43777,,0.218,,,22.204,Acute
0.165,1.12,226201_at,226201_at,0.163,0.988,up,GPL570,GSE43777,,0.163,84444.0,DOT1L,22.204,Acute
0.51,1.418,200797_s_at,200797_s_at,0.504,0.988,up,GPL570,GSE43777,,0.504,4170.0,MCL1,22.204,Acute
0.239,1.178,1552304_at,1552304_at,0.236,0.988,up,GPL570,GSE43777,,0.236,84920.0,ALG10,22.204,Acute
0.151,1.109,223526_at,223526_at,0.149,0.988,up,GPL570,GSE43777,,0.149,83608.0,C18orf21,22.204,Acute
0.114,1.081,217102_at,217102_at,0.113,0.988,up,GPL570,GSE43777,,0.113,,,22.204,Acute
0.364,1.283,238025_at,238025_at,0.359,0.988,up,GPL570,GSE43777,,0.359,197259.0,MLKL,22.204,Acute
0.136,1.098,223833_at,223833_at,0.135,0.987,up,GPL570,GSE43777,,0.135,54853.0,WDR55,22.204,Acute
0.148,1.107,213845_at,213845_at,0.146,0.987,up,GPL570,GSE43777,,0.146,2898.0,GRIK2,22.204,Acute
0.123,1.088,244142_at,244142_at,0.121,0.987,up,GPL570,GSE43777,,0.121,1837.0,DTNA,22.204,Acute
